year,sim,b,r,g,r_av,s,c,label,rg,slope,curvature,interest_share
4,3828,1.05045326,0.028092407,0.022560062,0.016102401,-0.024265237,0,irresponsible,0.005532344,0.036503119,0.014678439,0.016629107
5,3828,1.10571602,0.03093361,0.019826545,0.019068643,-0.056043423,0,irresponsible,0.011107065,0.054430952,0.004878486,0.020030718
6,3828,1.159315165,0.040146366,0.014550872,0.023284188,-0.044081074,0,irresponsible,0.025595494,0.046260091,-0.004236887,0.025745699
7,3828,1.198236203,0.041268788,0.018409434,0.026881108,-0.029277236,0,irresponsible,0.022859353,0.045957178,-0.00218722,0.031163676
8,3828,1.25122952,0.039256299,0.014088911,0.029356146,-0.034953723,0,irresponsible,0.025167388,0.041885651,-0.000491417,0.035175597
9,3828,1.282007504,0.046066307,0.028283768,0.032698178,-0.02540647,0,irresponsible,0.017782539,0.044974345,0.008642527,0.040912926
10,3828,1.34117821,0.047187956,0.006462444,0.035596134,-0.022060917,0,irresponsible,0.040725512,0.059170706,0.014196361,0.04563451
1,3829,0.9656,0.01,0.0225365,0.01,-0.023737642,0,irresponsible,-0.0125365,0.038383062,-0.016256907,0.009656
2,3829,1.003983062,0.010363059,0.018762655,0.010072612,-0.046619628,0,irresponsible,-0.008399596,0.022126156,-0.010884427,0.009726114
3,3829,1.009852311,0.003305184,0.023774311,0.008719126,-0.020633392,0,irresponsible,-0.020469126,0.016614208,0.002881849,0.008753855
4,3829,1.037211478,0.007011434,0.018658354,0.008377588,-0.037551059,0,irresponsible,-0.011646921,0.027889854,0.006300697,0.008460126
5,3829,1.065632019,0.010476966,0.021351698,0.008797463,-0.041169721,0,irresponsible,-0.010874731,0.029215602,-0.00460409,0.00912483
6,3829,1.095642682,0.017481774,0.010708284,0.010534326,-0.030194074,0,irresponsible,0.00677349,0.018681673,-0.006348725,0.011225715
7,3829,1.102995366,0.0265045,0.0190557,0.013728361,-0.013080399,0,irresponsible,0.0074488,0.016518152,0.001524373,0.015041378
8,3829,1.128678986,0.031642827,0.00992416,0.017311254,-0.017615757,0,irresponsible,0.021718667,0.02173042,0.005690987,0.019094233
9,3829,1.146456206,0.030721754,0.022814144,0.019993354,-0.020889971,0,irresponsible,0.00790761,0.027900126,0.008146306,0.022566078
10,3829,1.184479238,0.024574681,0.019269721,0.020909619,-0.036178505,0,irresponsible,0.005304959,0.038023032,0.010122906,0.023971963
1,3830,0.9656,0.01,0.023281535,0.01,-0.022156363,0,irresponsible,-0.013281535,0.043066343,-0.002934551,0.009656
2,3830,1.008666343,0.020283042,0.022159235,0.012056608,-0.05260996,0,irresponsible,-0.001876193,0.040131791,0.000437742,0.011641861
3,3830,1.045863583,0.02327915,0.01613536,0.014301117,-0.039018001,0,irresponsible,0.00714379,0.043941826,-0.001535803,0.014425055
4,3830,1.096549995,0.033329069,0.007252335,0.018106707,-0.039415957,0,irresponsible,0.026076734,0.037060185,-0.007327911,0.018937146
5,3830,1.119983953,0.041299211,0.024369096,0.022745208,-0.025172272,0,irresponsible,0.016930115,0.029286005,0.000344247,0.024941258
6,3830,1.155122006,0.03121983,0.022449231,0.024440132,-0.032957233,0,irresponsible,0.008770599,0.037748678,0.004333948,0.027372556
7,3830,1.19548131,0.047158645,0.016487342,0.028983835,-0.026158464,0,irresponsible,0.030671303,0.037953901,0.001914446,0.033479865
8,3830,1.231029808,0.048289251,0.021274733,0.032844918,-0.022004699,0,irresponsible,0.027014517,0.041577569,0.005931507,0.039265486
9,3830,1.278636449,0.052414871,0.020100076,0.036758909,-0.027503201,0,irresponsible,0.032314796,0.049816915,0.00522481,0.045251312
10,3830,1.330663639,0.056160383,0.01218684,0.040639204,-0.016084983,0,irresponsible,0.043973543,0.05202719,0.002210275,0.051962767
1,3831,0.9656,0.01,0.018350947,0.01,-0.017838451,0,irresponsible,-0.008350947,0.046862776,0.006858832,0.009656
2,3831,1.012462776,0.023940812,0.01264835,0.012788162,-0.046729459,0,irresponsible,0.011292462,0.053721608,-0.002066005,0.01234825
3,3831,1.073043215,0.026302178,0.018196284,0.015490966,-0.063270524,0,irresponsible,0.008105894,0.042730766,-0.015319306,0.015684026
4,3831,1.097924308,0.028553787,0.023749635,0.01810353,-0.030799058,0,irresponsible,0.004804152,0.023082995,-0.007024629,0.01942587
5,3831,1.119209206,0.027571975,0.025808816,0.019997219,-0.027505057,0,irresponsible,0.001763159,0.028681509,0.005999561,0.021955433
6,3831,1.155287326,0.031721369,0.028697811,0.022342049,-0.042993103,0,irresponsible,0.003023558,0.035082117,0.001145585,0.025005427
7,3831,1.189373441,0.022949963,0.021483782,0.022463632,-0.032977915,0,irresponsible,0.001466181,0.030972679,0.001479447,0.025951949
8,3831,1.217232684,0.028140819,0.029536726,0.023599069,-0.034718727,0,irresponsible,-0.001395907,0.038041012,0.007535352,0.028068106
9,3831,1.265455464,0.032928881,0.021040392,0.025465032,-0.042947949,0,irresponsible,0.011888489,0.046043383,0.002911487,0.030996869
10,3831,1.309319449,0.032259525,0.027057006,0.02682393,-0.044151162,0,irresponsible,0.00520252,0.043863985,-0.002179398,0.033944489
1,3832,0.9656,0.01,0.018648869,0.01,-0.023628869,0,irresponsible,-0.008648869,0.037258234,-0.002403118,0.009656
2,3832,1.002858234,0.014795107,0.017124477,0.010959021,-0.043111365,0,irresponsible,-0.002329369,0.034855116,-0.004935597,0.010582031
3,3832,1.035310232,0.027371089,0.01799965,0.014241435,-0.036154315,0,irresponsible,0.009371439,0.027387041,-0.008665163,0.01428214
4,3832,1.057632315,0.035943822,0.026096141,0.018581912,-0.029903787,0,irresponsible,0.009847682,0.01752479,-0.001544712,0.019238044
5,3832,1.070359812,0.041253173,0.023879111,0.023116164,-0.013515594,0,irresponsible,0.017374062,0.024297617,0.010729309,0.024448402
6,3832,1.106227549,0.043172711,0.018573984,0.027127474,-0.026879375,0,irresponsible,0.024598727,0.038983408,0.011994796,0.029036158
7,3832,1.148326628,0.041019214,0.018677814,0.029905822,-0.029906085,0,irresponsible,0.0223414,0.048287209,0.004926804,0.033082644
8,3832,1.202801966,0.040033152,0.011160357,0.031931288,-0.030886782,0,irresponsible,0.028872795,0.048837016,-0.002207496,0.036667548
9,3832,1.24600066,0.040616851,0.021285941,0.0336684,-0.028615465,0,irresponsible,0.01933091,0.043872217,-0.002145638,0.040496418
10,3832,1.290546399,0.042993786,0.017860199,0.035533477,-0.02291122,0,irresponsible,0.025133587,0.044545739,0.000673523,0.044274736
1,3833,0.9656,0.01,0.017992277,0.01,-0.05497061,0,irresponsible,-0.007992277,0.040343135,-0.001531144,0.009656
2,3833,1.005943135,0.015408253,0.009643376,0.011081651,-0.038967602,0,irresponsible,0.005764877,0.038811991,-0.003525648,0.010700442
3,3833,1.043223981,0.015470802,0.012767612,0.011959481,-0.038083531,0,irresponsible,0.00270319,0.033291839,-0.001953641,0.012030558
4,3833,1.072526813,0.027748408,0.022832484,0.015117266,-0.037171862,0,irresponsible,0.004915924,0.034904709,0.006314802,0.015770695
5,3833,1.113033398,0.024351708,0.016403227,0.016964155,-0.039914685,0,irresponsible,0.007948481,0.045921443,0.006365018,0.018194511
6,3833,1.164369698,0.03348582,0.011427484,0.020268488,-0.041607147,0,irresponsible,0.022058336,0.047634744,0.001219324,0.022559504
7,3833,1.208302886,0.031764048,0.012334278,0.0225676,-0.032162995,0,irresponsible,0.01942977,0.04836009,0.001068798,0.026277029
8,3833,1.261089879,0.034897148,0.011062314,0.025033509,-0.036090262,0,irresponsible,0.023834833,0.04977234,0.007488309,0.030248062
9,3833,1.307847566,0.038028828,0.005700668,0.027632573,-0.01925636,0,irresponsible,0.032328159,0.063336709,0.015071696,0.034847158
10,3833,1.387763297,0.039412217,0.0049877,0.029988502,-0.047380769,0,irresponsible,0.034424517,0.079915731,0.016579022,0.039220389
1,3834,0.9656,0.01,0.014146564,0.01,-0.028786637,0,irresponsible,-0.004146564,0.03121779,0.002161782,0.009656
2,3834,0.99681779,0.019958607,0.022502828,0.011991721,-0.041143948,0,irresponsible,-0.002544221,0.033379572,0.001745991,0.011579206
3,3834,1.032359144,0.022022122,0.012574296,0.013997801,-0.03414,0,irresponsible,0.009447825,0.034709772,0.001107809,0.013953258
4,3834,1.066237334,0.027471971,0.022920681,0.016692635,-0.040163701,0,irresponsible,0.00455129,0.035595189,0.004989113,0.017232795
5,3834,1.103549523,0.028906627,0.004088432,0.019135434,-0.02133384,0,irresponsible,0.024818195,0.044687997,0.006453233,0.020402914
6,3834,1.155613329,0.039093168,0.011165892,0.02312698,-0.03900991,0,irresponsible,0.027927276,0.048501656,-0.001889266,0.025521768
7,3834,1.200552836,0.035913822,0.014549721,0.025684349,-0.032256713,0,irresponsible,0.021364101,0.040909465,-0.001872349,0.029681176
8,3834,1.237432259,0.041722118,0.020963153,0.028891903,-0.027555989,0,irresponsible,0.020758965,0.044756959,0.007169392,0.034686256
9,3834,1.290066753,0.047129811,0.01934478,0.032539484,-0.0366168,0,irresponsible,0.027785031,0.05524825,0.006552524,0.040265408
10,3834,1.347928759,0.050853428,0.015774004,0.036202273,-0.031917425,0,irresponsible,0.035079424,0.057862006,0.002613756,0.046703349
1,3835,0.9656,0.01,0.021962062,0.01,-0.02150074,0,irresponsible,-0.011962062,0.028220012,0.002777765,0.009656
2,3835,0.993820012,0.002372957,0.021871964,0.008474591,-0.040879624,0,irresponsible,-0.019499007,0.030997777,-0.003045366,0.008183065
3,3835,1.027595554,0.004284452,0.023250037,0.007636564,-0.048939952,0,irresponsible,-0.018965585,0.022129279,-0.003184355,0.00758937
4,3835,1.038078571,0.005126791,0.029688378,0.007134609,-0.032990946,0,irresponsible,-0.024561588,0.024629067,-0.003058834,0.007331492
5,3835,1.076853687,0.015794403,0.012465037,0.008866568,-0.04246462,0,irresponsible,0.003329366,0.016011611,-0.010447318,0.009204194
6,3835,1.070101794,0.018312038,0.025658258,0.010755662,-0.008894561,0,irresponsible,-0.00734622,0.003734431,0.002469401,0.011582274
7,3835,1.084322549,0.022719892,0.030072021,0.013148508,-0.031801936,0,irresponsible,-0.007352129,0.020950413,0.010129924,0.014070242
8,3835,1.112002619,0.028934994,0.023394549,0.016305805,-0.035190844,0,irresponsible,0.005540445,0.023994279,0.00537527,0.017680752
9,3835,1.132311108,0.040634302,0.021812392,0.021171505,-0.021005944,0,irresponsible,0.01882191,0.031700954,0.009549569,0.023542768
10,3835,1.175404526,0.039687152,0.017806592,0.024874634,-0.035230213,0,irresponsible,0.02188056,0.043093418,0.011392465,0.028165824
1,3836,0.9656,0.01,0.01714918,0.01,-0.023846555,0,irresponsible,-0.00714918,0.016346503,0.001629401,0.009656
2,3836,0.981946503,0.011193916,0.022456183,0.010238783,-0.027884524,0,irresponsible,-0.011262266,0.017975904,0.004149647,0.009886569
3,3836,1.001551807,0.014970324,0.015254255,0.011185091,-0.02354097,0,irresponsible,-0.000283931,0.024645796,0.007697437,0.010983161
4,3836,1.031238096,0.022724544,0.013054294,0.013492982,-0.029252581,0,irresponsible,0.00967025,0.033370777,0.00579992,0.01351392
5,3836,1.068293361,0.0295728,0.015711662,0.016708946,-0.036042737,0,irresponsible,0.013861138,0.036245636,0.000807787,0.017230901
6,3836,1.103729367,0.026413217,0.022990889,0.0186498,-0.039969338,0,irresponsible,0.003422328,0.034986351,-0.000705176,0.019923457
7,3836,1.138266062,0.029342227,0.015451917,0.020788285,-0.028736414,0,irresponsible,0.013890309,0.034835283,-0.001596037,0.022944641
8,3836,1.173399934,0.028797331,0.021803356,0.022390094,-0.034480258,0,irresponsible,0.006993976,0.031794277,-0.002622403,0.025485885
9,3836,1.201854615,0.026757176,0.024775086,0.023263511,-0.030185482,0,irresponsible,0.00198209,0.029590477,-0.000534002,0.027297402
10,3836,1.232580888,0.032458298,0.024871522,0.025102468,-0.030455445,0,irresponsible,0.007586775,0.030726273,0.001135796,0.030169517
1,3837,0.9656,0.01,0.021868713,0.01,-0.019965478,0,irresponsible,-0.011868713,0.05343488,-0.009626434,0.009656
2,3837,1.01903488,0.017410182,0.017026682,0.011482036,-0.058699156,0,irresponsible,0.0003835,0.043808446,-0.011811001,0.011087054
3,3837,1.053216892,0.023828138,0.020811222,0.013951257,-0.04103004,0,irresponsible,0.003016917,0.029812878,-0.005312926,0.014216817
4,3837,1.078660635,0.023957821,0.019460345,0.01595257,-0.029067669,0,irresponsible,0.004497476,0.033182594,0.010043299,0.016801516
5,3837,1.119582079,0.025774547,0.023243703,0.017916965,-0.046536669,0,irresponsible,0.002530844,0.049899476,0.007174298,0.019326325
6,3837,1.178459586,0.026960183,0.009495624,0.019725609,-0.047531933,0,irresponsible,0.017464559,0.047531189,0.000574187,0.022084438
7,3837,1.214644458,0.031894263,0.008859392,0.02215934,-0.020649059,0,irresponsible,0.02303487,0.05104785,0.011905756,0.026113886
8,3837,1.280555287,0.039790532,0.01160506,0.025685578,-0.049004208,0,irresponsible,0.028185472,0.071342701,0.00716817,0.031198845
9,3837,1.35732986,0.045639389,0.004818301,0.02967634,-0.04509512,0,irresponsible,0.040821088,0.065384189,-0.008674448,0.038002194
10,3837,1.411323665,0.043016605,0.011419935,0.032344393,-0.025913093,0,irresponsible,0.03159667,0.053993805,-0.011390384,0.043902011
1,3838,0.9656,0.01,0.011913297,0.01,-0.008842476,0,irresponsible,-0.001913297,0.030625313,0.000181538,0.009656
2,3838,0.996225313,0.01648886,0.014245839,0.011297772,-0.033431983,0,irresponsible,0.002243022,0.030806851,-0.004618809,0.010909129
3,3838,1.027213702,0.008196351,0.020077047,0.010677488,-0.040168164,0,irresponsible,-0.011880696,0.021387694,-0.003582677,0.010637184
4,3838,1.039000701,0.010899021,0.023883111,0.010721795,-0.024991129,0,irresponsible,-0.01298409,0.023641497,0.006737255,0.011013574
5,3838,1.074496696,0.013746759,0.013723053,0.011326787,-0.037952012,0,irresponsible,2.37E-05,0.034862204,-0.000224401,0.01176854
6,3838,1.10872511,0.018999847,0.018332545,0.012861399,-0.04000131,0,irresponsible,0.000667303,0.023192695,-0.008652253,0.013819531
7,3838,1.120882087,0.027030977,0.021174863,0.015695315,-0.018106312,0,irresponsible,0.005856115,0.017557698,0.003232694,0.01740179
8,3838,1.143840505,0.030243688,0.022370361,0.01860499,-0.027086607,0,irresponsible,0.007873327,0.029658083,0.013672121,0.020854
9,3838,1.180198254,0.037663624,0.016282603,0.022416716,-0.029453717,0,irresponsible,0.02138102,0.04490194,0.011894024,0.025641148
10,3838,1.233644385,0.031372183,0.010211056,0.02420781,-0.037094158,0,irresponsible,0.021161127,0.053446131,0.008544192,0.028570015
1,3839,0.9656,0.01,0.015869592,0.01,-0.021055106,0,irresponsible,-0.005869592,0.04115993,-0.011059935,0.009656
2,3839,1.00675993,0.019430107,0.016541766,0.011886021,-0.045582362,0,irresponsible,0.002888341,0.030099995,-0.00945749,0.011477142
3,3839,1.02579999,0.020319348,0.025443017,0.013572687,-0.030694119,0,irresponsible,-0.005123668,0.022244949,-0.004787653,0.013664437
4,3839,1.051249828,0.025312568,0.019045999,0.015920663,-0.028595889,0,irresponsible,0.006266569,0.020524689,0.002246188,0.016331416
5,3839,1.066849367,0.020144641,0.025676185,0.016765459,-0.024732441,0,irresponsible,-0.005531544,0.026737325,0.006790748,0.017624686
6,3839,1.104724478,0.023046977,0.018664968,0.018021762,-0.038548741,0,irresponsible,0.004382008,0.034106185,0.003740347,0.019226506
7,3839,1.135061738,0.028536355,0.012648354,0.020124681,-0.02218114,0,irresponsible,0.015888001,0.034218019,0.0012785,0.022232228
8,3839,1.173160515,0.036858102,0.010304112,0.023471365,-0.023305564,0,irresponsible,0.02655399,0.036663185,0.002287389,0.026641448
9,3839,1.208388107,0.030210057,0.024766676,0.024819104,-0.035167572,0,irresponsible,0.005443382,0.038792797,0.002847409,0.029116792
10,3839,1.25074611,0.029254467,0.020884854,0.025706176,-0.03665116,0,irresponsible,0.008369612,0.042358002,0.003565205,0.031063038
1,3840,0.9656,0.01,0.019124427,0.01,-0.023515941,0,irresponsible,-0.009124427,0.027032602,0.0063286,0.009656
2,3840,0.992632602,0.009358282,0.02062507,0.009871656,-0.037206266,0,irresponsible,-0.011266788,0.033361202,0.000735741,0.009532071
3,3840,1.032322404,0.02096411,0.019430317,0.012090147,-0.046837021,0,irresponsible,0.001533794,0.028504085,-0.008946609,0.012001074
4,3840,1.049640771,0.020794139,0.02135963,0.013830946,-0.024927861,0,irresponsible,-0.000565491,0.015467985,-0.007146738,0.014277995
5,3840,1.063258375,0.023019776,0.014147374,0.015668712,-0.012043021,0,irresponsible,0.008872402,0.014210608,-0.001708999,0.016446518
6,3840,1.078061988,0.027728641,0.019191454,0.018080698,-0.015962396,0,irresponsible,0.008537187,0.012049986,0.00290006,0.019224453
7,3840,1.087358347,0.035645123,0.031323961,0.021593583,-0.019467704,0,irresponsible,0.004321162,0.020010728,0.012424478,0.023279221
8,3840,1.118083443,0.028905261,0.017277931,0.023055918,-0.024549061,0,irresponsible,0.01162733,0.036898943,0.011376493,0.025070045
9,3840,1.161156234,0.033358358,0.017661373,0.025116406,-0.034882101,0,irresponsible,0.015696985,0.042763713,0.002777846,0.028082238
10,3840,1.203610869,0.036788055,0.017968438,0.027450736,-0.031638554,0,irresponsible,0.018819618,0.042454636,-0.000309078,0.031874593
1,3841,0.9656,0.01,0.008340407,0.01,-0.033984873,0,irresponsible,0.001659593,0.013797136,0.004988703,0.009656
2,3841,0.979397136,0.009321708,0.025855533,0.009864342,-0.028849055,0,irresponsible,-0.016533825,0.018785839,0.010247976,0.009525008
3,3841,1.003171679,0.016859085,0.018610322,0.01126329,-0.030838738,0,irresponsible,-0.001751237,0.034293088,0.010798846,0.011031234
4,3841,1.047983313,0.018119012,0.004836532,0.012634435,-0.037026651,0,irresponsible,0.01328248,0.040383532,-0.003622539,0.012674507
5,3841,1.083938743,0.021440219,0.016585648,0.014395592,-0.038213127,0,irresponsible,0.004854571,0.027048011,-0.007981866,0.01508634
6,3841,1.102079335,0.019645435,0.01485107,0.01544556,-0.017505631,0,irresponsible,0.004794365,0.0244198,0.004320517,0.016742041
7,3841,1.132778343,0.02209141,0.012710753,0.01677473,-0.026276398,0,irresponsible,0.009380656,0.035689046,0.008317337,0.018487084
8,3841,1.173457427,0.018700676,0.012600012,0.017159919,-0.035577993,0,irresponsible,0.006100664,0.041054474,0.004305109,0.019438385
9,3841,1.21488729,0.026315432,0.005428497,0.018991022,-0.025600745,0,irresponsible,0.020886936,0.044299264,0.003057096,0.022285156
10,3841,1.262055956,0.021123413,0.012184395,0.0194175,-0.038487039,0,irresponsible,0.008939018,0.047168666,0.002869401,0.023590074
1,3842,0.9656,0.01,0.020372907,0.01,-0.0318942,0,irresponsible,-0.010372907,0.040896052,0.0005998,0.009656
2,3842,1.006496052,0.017987625,0.020116417,0.011597525,-0.048959682,0,irresponsible,-0.002128791,0.041495852,-0.006030123,0.01119857
3,3842,1.048591705,0.026320737,0.019772197,0.014542167,-0.047257594,0,irresponsible,0.006548539,0.028835806,-0.009670561,0.014636634
4,3842,1.064167664,0.024167732,0.026797903,0.01646728,-0.02612585,0,irresponsible,-0.00263017,0.02215473,0.00491162,0.017267454
5,3842,1.092901165,0.026165971,0.015719053,0.018407018,-0.025917322,0,irresponsible,0.010446917,0.038659046,0.007708391,0.019588154
6,3842,1.141485757,0.029969216,0.018203135,0.020719458,-0.045883666,0,irresponsible,0.011766081,0.037571512,-0.009633276,0.02264432
7,3842,1.168044189,0.034249128,0.028438865,0.023425392,-0.03212299,0,irresponsible,0.005810263,0.019392494,-0.006235375,0.026739751
8,3842,1.180270744,0.038590329,0.026946084,0.026458379,-0.012781269,0,irresponsible,0.011644244,0.025100761,0.011345805,0.030904556
9,3842,1.218245712,0.040565338,0.018646588,0.029279771,-0.025654664,0,irresponsible,0.02191875,0.042084104,0.010546239,0.034558057
10,3842,1.264438952,0.042343729,0.020373347,0.031892563,-0.032440201,0,irresponsible,0.021970382,0.04619324,0.004109136,0.038852978
1,3843,0.9656,0.01,0.01074472,0.01,-0.026501493,0,irresponsible,-0.00074472,0.036796021,-0.004760486,0.009656
2,3843,1.002396021,0.011416781,0.016516004,0.010283356,-0.042716483,0,irresponsible,-0.005099223,0.032035535,-0.00330535,0.009929609
3,3843,1.02967107,0.014932531,0.018246976,0.011213191,-0.03419934,0,irresponsible,-0.003314445,0.03018532,-0.004738685,0.011240058
4,3843,1.062766661,0.016878919,0.009166695,0.012346337,-0.029851345,0,irresponsible,0.007712224,0.022558165,-0.001843392,0.012712666
5,3843,1.074787399,0.021776956,0.024770246,0.014232461,-0.022949243,0,irresponsible,-0.002993289,0.026498536,0.005364563,0.015125785
6,3843,1.115763734,0.012190926,0.01655869,0.013824154,-0.043867506,0,irresponsible,-0.004367764,0.033287291,0.003679677,0.014858026
7,3843,1.141361981,0.015130523,0.013120732,0.014085428,-0.024535815,0,irresponsible,0.00200979,0.033857891,-3.02E-05,0.015716009
8,3843,1.183479516,0.022111598,0.016023911,0.015690662,-0.042491894,0,irresponsible,0.006087687,0.033226912,0.002436307,0.017908725
9,3843,1.207815805,0.029386903,0.013823164,0.01842991,-0.018958635,0,irresponsible,0.015563739,0.038730504,0.009948904,0.021811421
10,3843,1.260940525,0.043063673,0.011471286,0.023356662,-0.038932181,0,irresponsible,0.031592387,0.05312472,0.014394216,0.028210546
1,3844,0.9656,0.01,0.024797962,0.01,-0.032752009,0,irresponsible,-0.014797962,0.019135397,0.007843992,0.009656
2,3844,0.984735397,0.016358952,0.016807075,0.01127179,-0.024391921,0,irresponsible,-0.000448123,0.026979389,0.008235479,0.010884041
3,3844,1.019558778,0.019070752,0.012779659,0.012831583,-0.034772895,0,irresponsible,0.006291093,0.035606355,0.002410507,0.012635714
4,3844,1.055948108,0.017571588,0.02029804,0.013779584,-0.042903063,0,irresponsible,-0.002726452,0.031800402,0.001956397,0.014049096
5,3844,1.083159583,0.018807087,0.020824173,0.014785084,-0.033458353,0,irresponsible,-0.002017086,0.039519149,0.008280796,0.015612282
6,3844,1.134986406,0.020095937,0.009488344,0.015847255,-0.045003847,0,irresponsible,0.010607593,0.048361994,-0.000951744,0.017165106
7,3844,1.17988357,0.019971322,0.009867458,0.016672068,-0.037249486,0,irresponsible,0.010103864,0.037615662,-0.00470289,0.018922571
8,3844,1.21021773,0.022480586,0.016379346,0.017833772,-0.028645762,0,irresponsible,0.00610124,0.038956214,-0.003034379,0.021041775
9,3844,1.257795997,0.02913221,0.00950307,0.02009346,-0.034882242,0,irresponsible,0.01962914,0.031546904,-0.011720336,0.024317461
10,3844,1.273311538,0.033634095,0.022288839,0.022801587,-0.014884669,0,irresponsible,0.011345257,0.015515541,-0.016031363,0.028679745
1,3845,0.9656,0.01,0.019237586,0.01,-0.041667681,0,irresponsible,-0.009237586,0.005092301,0.011540925,0.009656
2,3845,0.970692301,0.018806666,0.017724357,0.011761333,-0.010749918,0,irresponsible,0.00108231,0.016633225,0.014329325,0.011356743
3,3845,0.998866451,0.021099791,0.017244464,0.013629025,-0.031624136,0,irresponsible,0.003855326,0.033750951,0.013483127,0.013229589
4,3845,1.038194203,0.024063666,0.019083721,0.015715953,-0.042628708,0,irresponsible,0.004979945,0.04359948,0.003422054,0.015698138
5,3845,1.08606541,0.032891544,0.027539595,0.019151071,-0.056346712,0,irresponsible,0.00535195,0.04059506,0.001212237,0.019882531
6,3845,1.119384322,0.047385448,0.017616701,0.024797947,-0.025654629,0,irresponsible,0.029768747,0.046023954,0.007183181,0.026932192
7,3845,1.178113318,0.045513694,0.019120084,0.028941096,-0.047941763,0,irresponsible,0.02639361,0.054961422,-0.000452044,0.032396209
8,3845,1.229307167,0.049296331,0.013277717,0.033012143,-0.028249112,0,irresponsible,0.036018614,0.045119867,-0.003482204,0.038892045
9,3845,1.268353052,0.045202079,0.020594712,0.03545013,-0.021152522,0,irresponsible,0.024607367,0.047997014,0.005914137,0.043579099
10,3845,1.325301194,0.05278538,0.018292253,0.03891718,-0.031258376,0,irresponsible,0.034493127,0.056948142,0.008951128,0.049360724
1,3846,0.9656,0.01,0.0209423,0.01,-0.021687262,0,irresponsible,-0.0109423,0.015065613,0.01615467,0.009656
2,3846,0.980665613,0.013945837,0.022437741,0.010789167,-0.026066638,0,irresponsible,-0.008491905,0.031220283,0.010352595,0.01041802
3,3846,1.028040566,0.008055351,0.013957711,0.010242404,-0.050968272,0,irresponsible,-0.00590236,0.035770803,0.001400796,0.010044373
4,3846,1.052207218,0.021111761,0.01245936,0.012416276,-0.0242104,0,irresponsible,0.008652401,0.034021874,0.003164484,0.012764435
5,3846,1.096084314,0.025137908,0.02205225,0.014960602,-0.051177979,0,irresponsible,0.003085657,0.042099771,-0.000636888,0.015741653
6,3846,1.136406759,0.032628725,0.021845309,0.018494227,-0.043916989,0,irresponsible,0.010783416,0.032748098,-0.006597247,0.020271232
7,3846,1.161580511,0.039001674,0.029553383,0.022595716,-0.032853529,0,irresponsible,0.00944829,0.028905276,-0.001943846,0.025677924
8,3846,1.19421731,0.040628057,0.016960711,0.026202184,-0.022081116,0,irresponsible,0.023667346,0.028860407,0.000761552,0.030435946
9,3846,1.219301325,0.046328942,0.037711377,0.030227536,-0.033696556,0,irresponsible,0.008617565,0.030428379,0.003456169,0.036098246
10,3846,1.255074068,0.050358026,0.021842033,0.034253634,-0.020962743,0,irresponsible,0.028515993,0.035772744,0.005344365,0.041765501
1,3847,0.9656,0.01,0.020234961,0.01,-0.026782026,0,irresponsible,-0.010234961,0.025248983,0.004187288,0.009656
2,3847,0.990848983,0.010928352,0.021386984,0.01018567,-0.035838493,0,irresponsible,-0.010458632,0.02943627,0.006757521,0.009835283
3,3847,1.024472541,0.013150284,0.018551997,0.010778593,-0.041185538,0,irresponsible,-0.005401713,0.038764025,0.001251116,0.010679958
4,3847,1.068377033,0.007048378,0.02119786,0.01003255,-0.055105606,0,irresponsible,-0.014149482,0.031938503,-0.01339498,0.010278072
5,3847,1.088349546,0.009565281,0.022437077,0.009939096,-0.033032052,0,irresponsible,-0.012871797,0.011974064,-0.014332355,0.010618702
6,3847,1.092325161,0.006470689,0.025355707,0.009245415,-0.02107566,0,irresponsible,-0.018885017,0.003273793,-0.002964592,0.010062243
7,3847,1.094897132,0.01041753,0.021603205,0.009479838,-0.015534596,0,irresponsible,-0.011185675,0.006044881,0.003112824,0.010355066
8,3847,1.104414923,0.01544998,0.026757371,0.010673866,-0.026668662,0,irresponsible,-0.01130739,0.009499441,0.001161439,0.011686786
9,3847,1.113896014,0.021507291,0.032300313,0.012840551,-0.030300275,0,irresponsible,-0.010793022,0.008367759,-0.001122507,0.014181297
10,3847,1.121150441,0.019088177,0.025335173,0.014090077,-0.019470791,0,irresponsible,-0.006246995,0.007254427,-0.001113332,0.01569488
1,3848,0.9656,0.01,0.016962029,0.01,-0.021388577,0,irresponsible,-0.006962029,0.019452453,0.001814723,0.009656
2,3848,0.985052453,0.012015975,0.025776557,0.010403195,-0.033923946,0,irresponsible,-0.013760582,0.021267176,0.002702019,0.010045325
3,3848,1.008134352,0.02651351,0.018275674,0.013625258,-0.027580586,0,irresponsible,0.008237836,0.024856491,0.003628146,0.013421594
4,3848,1.034765435,0.035635518,0.025124088,0.01802731,-0.033610243,0,irresponsible,0.010511431,0.028523469,0.00713246,0.01817395
5,3848,1.065181289,0.039123589,0.02159242,0.022246566,-0.029753274,0,irresponsible,0.017531168,0.03912141,0.006435509,0.023019977
6,3848,1.113008255,0.040374468,0.017607561,0.025872146,-0.039176007,0,irresponsible,0.022766906,0.041394487,-0.003763798,0.027558526
7,3848,1.147970263,0.042900733,0.021953777,0.029277864,-0.026985357,0,irresponsible,0.020946956,0.031593813,-0.010595889,0.032586504
8,3848,1.176195882,0.040750896,0.019811038,0.03157247,-0.014986132,0,irresponsible,0.020939858,0.020202709,-0.000520611,0.036244257
