year,sim,b,r,g,r_av,s,c,label,rg,slope,curvature,interest_share
1,2928,0.9656,0.01,0.024447664,0.01,-0.039915728,0.15,responsible,-0.014447664,0.037062063,0.002138149,0.009656
2,2928,1.002662063,0.019569609,0.015995244,0.011913922,-0.040940944,0.15,responsible,0.003574365,0.039200212,-0.003196495,0.011504083
3,2928,1.044000424,0.026848693,0.022043353,0.014900876,-0.048345393,0.15,responsible,0.00480534,0.030669072,-0.006580703,0.014940543
4,2928,1.064000207,0.02808212,0.014328949,0.017537125,-0.016697761,0.15,responsible,0.01375317,0.026038806,0.000426896,0.018308766
5,2928,1.096078036,0.029846465,0.009746324,0.019998993,-0.021274282,0.15,responsible,0.020100141,0.031522865,-0.002238988,0.021278932
6,2928,1.127045937,0.026817292,0.017538185,0.021362652,-0.026848237,0.15,responsible,0.009279107,0.021560831,-0.005214451,0.023415134
7,2928,1.139199697,0.028382253,0.024614207,0.022766572,-0.014186105,0.15,responsible,0.003768046,0.021093962,0.004573466,0.025658973
8,2928,1.169233861,0.023558502,0.007801825,0.022924958,-0.012939267,0.15,responsible,0.015756677,0.030707762,0.005294237,0.026116106
9,2928,1.200615222,0.027745715,0.007435472,0.02388911,-0.012285199,0.15,responsible,0.020310243,0.031682437,0.000637876,0.027931956
10,2928,1.232598735,0.037441713,0.011160079,0.02659963,-0.013651144,0.15,responsible,0.026281633,0.031983514,0.000301077,0.031935921
1,2929,0.9656,0.01,0.021862656,0.01,-0.022139108,0.15,responsible,-0.011862656,0.027325475,-0.000908728,0.009656
2,2929,0.992925475,0.014429276,0.020029669,0.010885855,-0.035981366,0.15,responsible,-0.005600392,0.026416746,0.001399592,0.010511382
3,2929,1.018433493,0.023460505,0.011518214,0.013400785,-0.023660051,0.15,responsible,0.011942291,0.030124658,0.003937265,0.013305981
4,2929,1.05317479,0.031623022,0.010830623,0.017045232,-0.028479945,0.15,responsible,0.020792399,0.034291276,0.000504193,0.017359436
5,2929,1.087016044,0.036787017,0.017655385,0.020993589,-0.030386537,0.15,responsible,0.019131631,0.031133043,0.000226622,0.022109919
6,2929,1.115440876,0.043150829,0.015167396,0.025425037,-0.017441205,0.15,responsible,0.027983432,0.034744519,0.005229419,0.027637423
7,2929,1.156505082,0.032723394,0.018445228,0.026884709,-0.031820957,0.15,responsible,0.014278167,0.041591881,0.003064215,0.029988303
8,2929,1.198624638,0.040278624,0.019414456,0.029563492,-0.030605681,0.15,responsible,0.020864168,0.040872949,-0.00013906,0.034190328
9,2929,1.23825098,0.039889892,0.011395815,0.031628772,-0.015647875,0.15,responsible,0.028494076,0.041313761,0.001064116,0.037911025
10,2929,1.28125216,0.040854748,0.015604555,0.033473967,-0.021214338,0.15,responsible,0.025250193,0.04300118,0.001687419,0.041449172
1,2930,0.9656,0.01,0.021916191,0.01,-0.02416958,0.15,responsible,-0.011916191,0.020204537,0.006506706,0.009656
2,2930,0.985804537,0.010452838,0.02654967,0.010090568,-0.035686408,0.15,responsible,-0.016096832,0.026711243,0.006363461,0.009743452
3,2930,1.019022485,0.012109871,0.009930457,0.010494428,-0.03266745,0.15,responsible,0.002179414,0.032931458,0.00294612,0.010345455
4,2930,1.051667454,0.016814587,0.023338654,0.01175846,-0.04417632,0.15,responsible,-0.006524068,0.032603484,-0.001530749,0.011982135
5,2930,1.084229453,0.024771059,0.017003893,0.01436098,-0.035294994,0.15,responsible,0.007767166,0.029869959,0.002019171,0.015102975
6,2930,1.111407372,0.028201961,0.013668594,0.017129176,-0.023476448,0.15,responsible,0.014533367,0.036641825,0.004479403,0.018571957
7,2930,1.157513103,0.034920364,0.013306768,0.020687414,-0.038010547,0.15,responsible,0.021613596,0.038828765,-0.000241858,0.022992144
8,2930,1.189064902,0.038153173,0.01764933,0.024180565,-0.024122923,0.15,responsible,0.020503843,0.03615811,-0.003195625,0.027989321
9,2930,1.229829322,0.047107504,0.017951871,0.028765953,-0.028132541,0.15,responsible,0.029155633,0.032437514,-0.006023751,0.034204585
10,2930,1.25393993,0.050331971,0.014685714,0.033079157,-0.001817207,0.15,responsible,0.035646257,0.024110608,-0.008326906,0.040681717
1,2931,0.9656,0.01,0.020707539,0.01,-0.008317997,0.15,responsible,-0.010707539,0.018560344,-0.008705333,0.009656
2,2931,0.984160344,0.00802842,0.018603797,0.009605684,-0.027090233,0.15,responsible,-0.010575377,0.00985501,-0.004068759,0.009275248
3,2931,0.985310021,0.017715039,0.027727081,0.011227555,-0.016949766,0.15,responsible,-0.010012042,0.010422826,0.008559274,0.011049714
4,2931,1.005005995,0.021684501,0.02070256,0.013318944,-0.026823566,0.15,responsible,0.000981941,0.026973558,0.006204584,0.013123289
5,2931,1.039257138,0.027261775,0.026644413,0.01610751,-0.044565961,0.15,responsible,0.000617362,0.022831993,-0.007617148,0.016188144
6,2931,1.050669982,0.035243775,0.02700146,0.019934763,-0.018563871,0.15,responsible,0.008242315,0.011739262,0.000656887,0.020717345
7,2931,1.062735662,0.037098599,0.027735857,0.02336753,-0.016531488,0.15,responsible,0.009362742,0.024145768,0.006592113,0.024551563
8,2931,1.098961517,0.03429468,0.014585314,0.02555296,-0.024737704,0.15,responsible,0.019709366,0.024923489,0.000153764,0.027156042
9,2931,1.112582641,0.040589828,0.027661716,0.028560334,-0.01266016,0.15,responsible,0.012928112,0.024453296,0.00518099,0.031386708
10,2931,1.147868109,0.03673184,0.015915959,0.030194635,-0.019648144,0.15,responsible,0.020815881,0.035285469,0.010832173,0.033594027
1,2932,0.9656,0.01,0.023940471,0.01,-0.031009643,0.15,responsible,-0.013940471,0.0283622,-0.008262792,0.009656
2,2932,0.9939622,0.022320247,0.015195185,0.012464049,-0.030959911,0.15,responsible,0.007125063,0.020099408,-0.005789249,0.012035286
3,2932,1.005798816,0.032484835,0.018759415,0.016468207,-0.014072055,0.15,responsible,0.01372542,0.016783702,0.002361205,0.016368775
4,2932,1.027529604,0.036043808,0.024866369,0.020383327,-0.026130425,0.15,responsible,0.011177439,0.024821819,0.001442944,0.020501526
5,2932,1.055442453,0.031956143,0.017687148,0.02269789,-0.022853646,0.15,responsible,0.014268996,0.019669591,-0.001150963,0.023322754
6,2932,1.066868785,0.040701553,0.028850946,0.026298623,-0.014044623,0.15,responsible,0.011850606,0.022519892,0.009724468,0.027756683
7,2932,1.100482238,0.040513365,0.020521761,0.029141571,-0.024602173,0.15,responsible,0.019991604,0.039118527,0.01344794,0.031090232
8,2932,1.14510584,0.039586907,0.021537624,0.031230638,-0.03418151,0.15,responsible,0.018049283,0.049415772,0.004903802,0.034368763
9,2932,1.199313783,0.043118251,0.021923341,0.033608161,-0.041114636,0.15,responsible,0.021194911,0.048926131,-0.002885727,0.038484901
10,2932,1.242958101,0.05168895,0.014597457,0.037224319,-0.01689804,0.15,responsible,0.037091492,0.043644319,-0.005281812,0.044643638
1,2933,0.9656,0.01,0.027878014,0.01,-0.016710456,0.15,responsible,-0.017878014,0.024940712,0.006167508,0.009656
2,2933,0.990540712,0.023525716,0.012921188,0.012705143,-0.025146664,0.15,responsible,0.010604527,0.03110822,0.00105221,0.012268086
3,2933,1.027816439,0.027866339,0.009927704,0.015737382,-0.031577574,0.15,responsible,0.017938636,0.027045132,-0.001816535,0.015588518
4,2933,1.044630975,0.029435034,0.012486138,0.018476913,-0.010733053,0.15,responsible,0.016948897,0.02747515,0.00798747,0.018990875
5,2933,1.082766739,0.021108981,0.011589862,0.019003327,-0.030480156,0.15,responsible,0.00951912,0.043020071,0.010909315,0.019851463
6,2933,1.130671116,0.032028358,0.005633092,0.021608333,-0.03070381,0.15,responsible,0.026395266,0.04929378,-0.002040613,0.023396784
7,2933,1.181354299,0.02971349,-0.00569526,0.023229364,-0.01779162,0.15,responsible,0.03540875,0.038938845,-0.011896238,0.026264771
8,2933,1.208548806,0.035387244,0.01292555,0.02566094,-0.012341483,0.15,responsible,0.022461694,0.025501303,-0.000900562,0.030314662
9,2933,1.232356906,0.038877594,0.016380949,0.028304271,-0.009630427,0.15,responsible,0.022496645,0.037137721,0.012483019,0.034207093
10,2933,1.282824248,0.03998759,0.010769684,0.030640935,-0.026239793,0.15,responsible,0.029217906,0.050467342,0.013329621,0.037760567
1,2934,0.9656,0.01,0.028491304,0.01,-0.023765821,0.15,responsible,-0.018491304,0.017257585,-0.001613968,0.009656
2,2934,0.982857585,0.01539983,0.018700853,0.011079966,-0.024481225,0.15,responsible,-0.003301022,0.015643617,0.001721524,0.010698815
3,2934,0.996887235,0.019620791,0.016547502,0.012788131,-0.01766443,0.15,responsible,0.003073289,0.020700633,0.007363528,0.012568912
4,2934,1.02425885,0.031806304,0.012576874,0.016591766,-0.023418934,0.15,responsible,0.019229429,0.030370674,0.007328272,0.016540119
5,2934,1.057628583,0.040462581,0.011139688,0.021365929,-0.023010811,0.15,responsible,0.029322893,0.035357177,0.004551833,0.021884242
6,2934,1.094973204,0.046872363,0.007312509,0.026467216,-0.017233121,0.15,responsible,0.039559854,0.039474341,0.009626747,0.027992484
7,2934,1.136577265,0.052015348,0.014796994,0.031576842,-0.023498485,0.15,responsible,0.037218355,0.054610672,0.011064682,0.034575796
8,2934,1.204194547,0.047119814,-0.001864314,0.034685437,-0.025998075,0.15,responsible,0.048984128,0.061603704,0.002434715,0.039422679
9,2934,1.259784674,0.053383098,0.011736915,0.038424969,-0.023825339,0.15,responsible,0.041646183,0.059480103,0.000883187,0.046271138
10,2934,1.323154752,0.05623192,-0.002025331,0.041986359,-0.007812303,0.15,responsible,0.058257251,0.063370078,0.003889976,0.052893772
1,2935,0.9656,0.01,0.01822258,0.01,-0.027256991,0.15,responsible,-0.00822258,0.030258516,-0.000573627,0.009656
2,2935,0.995858516,0.014494547,0.025001796,0.010898909,-0.043544099,0.15,responsible,-0.010507248,0.029684889,-0.005576714,0.010523987
3,2935,1.024969778,0.020281322,0.022833581,0.012775392,-0.038904188,0.15,responsible,-0.00255226,0.019105089,-0.009689066,0.012722483
4,2935,1.034068694,0.022136955,0.023739678,0.014647704,-0.018201814,0.15,responsible,-0.001602723,0.010306757,0.00027452,0.015013454
5,2935,1.045583291,0.022967402,0.029829585,0.016311644,-0.025088182,0.15,responsible,-0.006862183,0.019654129,0.00946752,0.01686736
6,2935,1.073376951,0.03227248,0.025725332,0.019503811,-0.034135629,0.15,responsible,0.006547149,0.029241797,0.004433164,0.020392859
7,2935,1.104066885,0.040114588,0.023214887,0.023625967,-0.030258701,0.15,responsible,0.016899701,0.028520457,-0.003049842,0.025359568
8,2935,1.130417865,0.04148958,0.027188379,0.027198689,-0.026339899,0.15,responsible,0.014301201,0.023142113,-0.001994613,0.030029172
9,2935,1.15035111,0.033980021,0.029356395,0.028554956,-0.020813369,0.15,responsible,0.004623626,0.024531231,0.002993552,0.032279032
10,2935,1.179480327,0.037351717,0.023244576,0.030314308,-0.02118129,0.15,responsible,0.014107141,0.029129217,0.004597986,0.034872098
1,2936,0.9656,0.01,0.0191392,0.01,-0.035226554,0.15,responsible,-0.0091392,0.03546369,-0.006097308,0.009656
2,2936,1.00106369,0.010095097,0.006332343,0.010019019,-0.031926235,0.15,responsible,0.003762754,0.029366381,-0.006321646,0.009674365
3,2936,1.024332763,0.015887862,0.017613624,0.011192788,-0.029585485,0.15,responsible,-0.001725762,0.022820397,-0.003966197,0.011204694
4,2936,1.046704483,0.022682197,0.005636436,0.01349067,-0.014371465,0.15,responsible,0.01704576,0.021433988,0.007699728,0.013818935
5,2936,1.067200739,0.025438576,0.012439727,0.015880251,-0.016939292,0.15,responsible,0.012998849,0.038219852,0.011473207,0.01662193
6,2936,1.123144188,0.027044429,0.011490705,0.018113087,-0.048956326,0.15,responsible,0.015553724,0.044380402,-0.007839896,0.019330299
7,2936,1.155961544,0.025393756,0.009426316,0.01956922,-0.021531793,0.15,responsible,0.01596744,0.02254006,-0.00894878,0.021979056
8,2936,1.168224309,0.027506182,0.022268975,0.021156613,-0.013520602,0.15,responsible,0.005237207,0.026482841,0.010901607,0.024456231
9,2936,1.208927226,0.03001695,0.001970269,0.02292868,-0.016266937,0.15,responsible,0.028046681,0.044343274,0.010750394,0.026785842
10,2936,1.256910856,0.027854085,0.004247661,0.023913761,-0.024309306,0.15,responsible,0.023606424,0.04798363,0.003640356,0.028909997
1,2937,0.9656,0.01,0.022671891,0.01,-0.029346492,0.15,responsible,-0.012671891,0.028715899,-0.005778305,0.009656
2,2937,0.994315899,0.015662887,0.014702619,0.011132577,-0.032113182,0.15,responsible,0.000960268,0.022937594,-0.002735202,0.010749617
3,2937,1.011475188,0.013402497,0.019851244,0.011586561,-0.025217038,0.15,responsible,-0.006448747,0.023245496,-0.003179831,0.011520702
4,2937,1.040806891,0.012485506,0.012366504,0.01176635,-0.029931328,0.15,responsible,0.000119002,0.016577931,-0.003088117,0.011901371
5,2937,1.04463105,0.024284824,0.034423561,0.014270045,-0.024102041,0.15,responsible,-0.010138737,0.017069262,0.005457377,0.014852361
6,2937,1.074945415,0.032685031,0.023159784,0.017953042,-0.035630372,0.15,responsible,0.009525247,0.027492686,0.00247792,0.018754305
7,2937,1.099616421,0.038607896,0.030411571,0.022084013,-0.033358477,0.15,responsible,0.008196324,0.022025103,-0.001949931,0.023739108
8,2937,1.11899562,0.043469585,0.025584202,0.026361127,-0.018546191,0.15,responsible,0.017885382,0.023592823,0.003800064,0.028987128
9,2937,1.146802068,0.049137095,0.019852728,0.030916321,-0.01566733,0.15,responsible,0.029284367,0.02962523,0.003925594,0.034595228
10,2937,1.17824608,0.04052411,0.020696906,0.032837879,-0.017803045,0.15,responsible,0.019827204,0.031444012,0.001818782,0.037658547
1,2938,0.9656,0.01,0.019425952,0.01,-0.020006542,0.15,responsible,-0.009425952,0.0215196,0.003308176,0.009656
2,2938,0.9871196,0.012586452,0.015119853,0.01051729,-0.025897639,0.15,responsible,-0.002533401,0.024827777,-0.001211946,0.010155496
3,2938,1.015255553,0.01428276,0.024209577,0.011270384,-0.040606575,0.15,responsible,-0.009926817,0.019095709,-0.006917628,0.011125217
4,2938,1.025311018,0.018218253,0.02105097,0.012659958,-0.018398851,0.15,responsible,-0.002832718,0.010992521,-0.000511725,0.012853093
5,2938,1.037240594,0.022355364,0.034033477,0.014599039,-0.031200077,0.15,responsible,-0.011678113,0.018072259,0.00662576,0.014968556
6,2938,1.061455535,0.025234647,0.021984927,0.016726161,-0.029552208,0.15,responsible,0.00324972,0.024244041,0.005335721,0.017349053
7,2938,1.085728677,0.031035781,0.022435132,0.019588085,-0.027228844,0.15,responsible,0.008600649,0.028743701,0.001927593,0.020791881
8,2938,1.118942937,0.028104197,0.015326189,0.021291307,-0.026835522,0.15,responsible,0.012778008,0.028099227,-0.002312435,0.023116583
9,2938,1.141927132,0.031470337,0.011878622,0.023327113,-0.010324367,0.15,responsible,0.019591715,0.02411883,-0.00142288,0.026101709
10,2938,1.167180598,0.038945532,0.021271993,0.026450797,-0.019462829,0.15,responsible,0.017673538,0.025253467,0.001134636,0.030204883
1,2939,0.9656,0.01,0.02076593,0.01,-0.021126144,0.15,responsible,-0.01076593,0.028877009,0.002654115,0.009656
2,2939,0.994477009,0.001613766,0.023257745,0.008322753,-0.042970455,0.15,responsible,-0.021643979,0.031531124,-0.002274799,0.00803645
3,2939,1.028662248,0.005356393,0.016370523,0.007729481,-0.042640145,0.15,responsible,-0.011014129,0.024327411,-0.00788535,0.007686791
4,2939,1.043131831,0.007783837,0.017162776,0.007740352,-0.023998531,0.15,responsible,-0.009378939,0.015760424,-0.00279097,0.007962208
5,2939,1.060183096,0.002684902,0.017991049,0.006729262,-0.028591179,0.15,responsible,-0.015306147,0.01874547,0.001331909,0.007019508
6,2939,1.080622771,0.014393572,0.010245334,0.008262124,-0.022520917,0.15,responsible,0.004148238,0.018424243,-0.001050037,0.008759365
7,2939,1.097031581,0.008111663,0.021917,0.008232032,-0.030879935,0.15,responsible,-0.013805337,0.016645397,-0.003023553,0.008895721
8,2939,1.113913564,0.016006131,0.025534823,0.009786852,-0.033727848,0.15,responsible,-0.009528692,0.012377136,0.002052083,0.010736485
9,2939,1.121785854,0.028588276,0.026747638,0.013547137,-0.022193451,0.15,responsible,0.001840638,0.020749563,0.01062485,0.015090339
10,2939,1.15541269,0.039803431,0.019980511,0.018798396,-0.034926939,0.15,responsible,0.01982292,0.033626836,0.012877273,0.021087774
1,2940,0.9656,0.01,0.023181979,0.01,-0.028702711,0.15,responsible,-0.013181979,0.032538998,-0.004273573,0.009656
2,2940,0.998138998,0.01067829,0.01532054,0.010135658,-0.037469975,0.15,responsible,-0.00464225,0.028265425,-0.001450559,0.009786991
3,2940,1.022130851,0.012849847,0.012884395,0.010678496,-0.026165639,0.15,responsible,-3.45E-05,0.02963788,-0.001444416,0.010658623
4,2940,1.057414758,0.013631727,0.01219781,0.011269142,-0.036221689,0.15,responsible,0.001433917,0.025376593,-0.001972884,0.011518538
5,2940,1.072884037,0.026501039,0.032514216,0.014315521,-0.034106861,0.15,responsible,-0.006013176,0.025692112,0.005698524,0.015137444
6,2940,1.108798982,0.033774524,0.011665033,0.018207322,-0.028976762,0.15,responsible,0.022109491,0.036773641,0.005531179,0.019534345
7,2940,1.146431318,0.037551392,0.023769643,0.022076136,-0.039466497,0.15,responsible,0.013781749,0.03675447,-0.003576619,0.024477997
8,2940,1.182307922,0.042912251,0.022663367,0.026243359,-0.031863343,0.15,responsible,0.020248884,0.029620404,-0.001458315,0.030086209
9,2940,1.205672125,0.050219112,0.01999142,0.03103851,-0.010559134,0.15,responsible,0.030227692,0.03383784,0.007345537,0.036697076
10,2940,1.249983603,0.052170502,0.017573914,0.035264908,-0.023350309,0.15,responsible,0.034596588,0.044311477,0.010473637,0.042517917
1,2941,0.9656,0.01,0.02194622,0.01,-0.017022721,0.15,responsible,-0.01194622,0.025284373,-0.002767101,0.009656
2,2941,0.990884373,0.011052042,0.020817672,0.010210408,-0.035317873,0.15,responsible,-0.00976563,0.022517272,0.001036002,0.00985917
3,2941,1.010634545,0.015893657,0.031663084,0.011347058,-0.039263163,0.15,responsible,-0.015769427,0.027356377,0.003024047,0.011243623
4,2941,1.045597127,0.028187443,0.013267668,0.014715135,-0.033518877,0.15,responsible,0.014919774,0.028565367,-0.000709493,0.014871624
5,2941,1.067765279,0.033813267,0.024349922,0.018534761,-0.028103931,0.15,responsible,0.009463345,0.025937391,0.003429941,0.019379893
6,2941,1.09747191,0.039856426,0.028191939,0.022799094,-0.035307036,0.15,responsible,0.011664487,0.035425249,-0.000773939,0.024344081
7,2941,1.138615778,0.045235053,0.021956107,0.027286286,-0.035419824,0.15,responsible,0.023278946,0.024389513,-0.012504101,0.029945932
8,2941,1.146250936,0.047098606,0.027387538,0.03124875,-0.003355919,0.15,responsible,0.019711068,0.010417047,-0.002151128,0.03558032
